temperature,ph,turbidity,light,water_level,do,nh3
16.598814540452416,9.47171210048888,80.40651999264674,737.3108565675113,2.5409997247040845,2.224292283939618,0.5711845989366031
29.209153296275975,7.656979640423021,16.393013658960307,205.4011942590123,1.9203601392654561,7.971714631215481,0.0292387571786724
29.2213025272452,7.92476704119745,5.365321002927321,524.4428365043256,1.8730059878423946,7.349605902854665,0.031956304903234575
39.77512179915454,4.614699949492633,93.30198970971328,1159.9450247971147,1.4463347250223455,2.533065654667518,0.6698783670415316
24.569369971573092,7.7614411995995285,12.422060108239076,326.6624426020684,1.8510455780865642,7.476612604065543,0.01856915269600732
26.922925273847998,7.238691304819799,13.52225000577372,485.8635019182694,1.5823565524820227,6.8643259989574075,0.03604636379934391
27.53073569027988,8.191187046730379,15.400854244011516,480.5293435381814,2.2042848002775646,6.946768678507241,0.021697817371388078
25.867429982008844,8.351470154286705,40.194205532973015,782.4989270047486,1.326048270386484,5.034234183604229,0.10622191521922722
25.743219970562183,8.672491719103103,52.07456257154216,406.411412113363,1.5769035592220146,4.61920981556855,0.08149319114285754
25.510547250549173,7.4659307471505265,6.464989111988002,583.4425319416654,2.0898060110358148,7.11459713183448,0.038314212437972235
28.673891382121536,7.170744786713016,12.751723295517065,503.54159340394074,2.3930887805020644,6.9425586168947335,0.017473242985182914
25.719893157419985,6.810574506529451,27.765151333868598,670.7417293155593,1.679144351574971,7.740710513717494,0.027272784099605242
30.63566830610704,8.037605445552906,44.65634840591405,365.6738530865169,2.1542105028796854,4.780816705965075,0.07634212898987469
28.45900876816221,7.024174011063523,21.712653034580114,549.4507303281359,2.2323768951004,7.118175356038203,0.019420408392984437
18.165161321891205,4.723406759950149,104.91973083683402,105.0670746349291,1.9580583515260868,3.952745077566514,0.4213826642061713
26.643283934321513,7.4568864769862415,22.013411920845993,384.77999316879766,2.2504744954962477,7.575454050436292,0.01997006194152064
24.138856112302875,7.534867347565685,10.492871347454672,749.5215681188746,1.6989843161733595,8.040701473527825,0.012893685854878458
17.15032272201908,4.1550047517343955,126.22459735976483,790.7284050396681,2.083276953822464,1.9295836302524314,0.25137529976174733
28.76074423765288,7.1384615809145355,16.525157648624635,547.261358017899,1.6540611413233153,6.707938905650049,0.03352689002270763
21.192933090268937,8.442171547250254,45.523322716325524,260.8656085031039,1.7991350665205728,5.9987133524525795,0.05797471357819972
26.94411812065634,7.139170067235529,26.814101848789118,261.03374704758716,2.234821879161207,7.783727301692888,0.031067580475781315
24.11833221752693,7.353054891607505,5.150051121048561,274.65459715080976,2.1880174039755937,6.560116166044713,0.0155422435273425
32.3760757276598,8.232082180866659,48.88904536465162,567.0391893250865,1.8802516590866798,5.656884057214144,0.07285536533022482
25.235224492833698,6.858970008179626,29.1722528304711,556.6685515655763,1.7683202763737806,7.275427306962115,0.03663445267001643
16.475459075381877,8.897324344122943,100.87975869097677,155.84819126159397,2.0343627498544077,2.3474078554835254,0.318645206827829
24.227267788825632,7.826984490432925,59.06091944064986,530.6986662005561,2.655253612115602,4.589797990822257,0.14680728384387526
20.706782316009303,6.716679118840023,44.64197719719338,153.99618148924236,1.8637933742184694,5.5808202798852955,0.1080883177453483
